bathrooms,floor,price,price_m2,rooms,size,latitude,longitude,floor_was_missing,price_cut
2.0,2.4203319502074687,345100.0,2900.0,3.0,119.0,40.4611173,-3.4678608,True,"(330000.0, 380000.0]"
1.0,3.0,448000.0,4226.0,4.0,106.0,40.4428165,-3.6759087,False,"(380000.0, 450000.0]"
2.0,2.4203319502074687,280500.0,2526.9999999999995,3.0,111.0,40.4611173,-3.4678608,True,"(257000.0, 288800.0]"
1.0,0.0,156000.0,3120.0,1.0,50.0,40.4298818,-3.541023,False,"(155000.0, 165000.0]"
1.0,2.0,155900.0,1771.0,2.0,88.0,40.3870646,-3.6509349,False,"(155000.0, 165000.0]"
2.0,2.0,820000.0,4910.0,4.0,167.0,40.423032,-3.698351999999999,False,"(715000.0, 1095000.0]"
1.0,3.0,189900.0,2287.0,2.0,83.0,40.4611735,-3.4624269,False,"(178000.0, 190000.0]"
1.0,2.4203319502074687,166260.0,2215.9999999999995,3.0,75.0,40.4023233,-3.6059715,True,"(165000.0, 178000.0]"
1.0,2.4203319502074687,159300.0,2275.0,2.0,70.0,40.4012128,-3.6471191,True,"(155000.0, 165000.0]"
1.0,0.0,140000.0,1555.0,3.0,90.0,40.29678029999999,-3.7926281,False,"(133900.0, 143417.5]"
1.0,4.0,285000.0,4071.0000000000014,2.0,70.0,40.4425647,-3.674245099999999,False,"(257000.0, 288800.0]"
3.0,2.0,425000.0,1603.0000000000002,4.0,265.0,40.5898339,-4.1514964,False,"(380000.0, 450000.0]"
3.0,2.4203319502074687,945000.0,4632.0,3.0,204.0,40.4294136,-3.721413,True,"(715000.0, 1095000.0]"
1.0,2.4203319502074687,143500.0,2474.0,2.0,58.0,40.4013193,-3.663347,True,"(143417.5, 155000.0]"
1.0,1.0,163000.0,1663.0,3.0,98.0,40.597957,-3.504629,False,"(155000.0, 165000.0]"
5.0,2.4203319502074687,2800000.0,8163.0,4.0,343.0,40.4338618,-3.695287,True,"(1095000.0, 19220600.0]"
1.0,2.4203319502074687,144000.0,2526.0,3.0,57.0,40.3486473,-3.8239202,True,"(143417.5, 155000.0]"
2.0,5.0,334000.0,4638.0,2.0,72.0,40.3930254,-3.6990739,False,"(330000.0, 380000.0]"
3.0,3.0,850000.0,2537.0,4.0,335.0,40.4104322,-3.7970675,False,"(715000.0, 1095000.0]"
2.0,2.0,251000.0,2281.0,3.0,110.0,40.4298818,-3.541023,False,"(230000.0, 257000.0]"
2.0,1.0,495000.0,5689.0,2.0,87.0,40.423032,-3.698351999999999,False,"(450000.0, 550000.0]"
1.0,1.0,105700.0,1821.9999999999998,1.0,58.0,40.241234,-3.6994254,False,"(93000.0, 110000.0]"
3.0,5.0,695000.0,4542.0,4.0,153.0,40.4886845,-3.6561383,False,"(550000.0, 715000.0]"
1.0,1.0,97500.0,1392.0,3.0,70.0,40.6331783,-4.0212725,False,"(93000.0, 110000.0]"
1.0,0.0,428000.0,6687.0,2.0,64.0,40.4312768,-3.6769396,False,"(380000.0, 450000.0]"
1.0,2.4203319502074687,135000.0,1551.0,3.0,87.0,40.29604740000001,-3.8072757,True,"(133900.0, 143417.5]"
1.0,2.4203319502074687,115000.0,1597.0,3.0,72.0,40.3842832,-3.7157558,True,"(110000.0, 124000.0]"
4.0,2.4203319502074687,1190000.0,5638.999999999999,5.0,211.0,40.4245984,-3.6761579,True,"(1095000.0, 19220600.0]"
1.0,2.4203319502074687,121000.0,1475.0,3.0,82.0,40.3717659,-3.6916569,True,"(110000.0, 124000.0]"
1.0,0.0,310000.0,4133.0,1.0,75.0,40.4377848,-3.6239156,False,"(288800.0, 330000.0]"
1.0,2.0,159000.0,1939.0,3.0,82.0,40.4050747,-3.6620456,False,"(155000.0, 165000.0]"
1.0,0.0,206000.0,2060.0,3.0,100.0,40.3720341,-3.7579335,False,"(190000.0, 209000.0]"
3.0,2.4203319502074687,1600000.0,5127.999999999999,4.0,312.0,40.43602429915254,-3.696268782033899,True,"(1095000.0, 19220600.0]"
2.0,2.4203319502074687,490000.0,3920.0,3.0,125.0,40.4548879,-3.8729622,True,"(450000.0, 550000.0]"
2.0,2.4203319502074687,475000.0,2638.0,4.0,180.0,40.4948953,-3.6879023,True,"(450000.0, 550000.0]"
2.0,1.0,268000.0,2436.0,3.0,110.0,40.50172910000001,-3.5112777,False,"(257000.0, 288800.0]"
3.0,3.0,265000.0,1976.9999999999998,4.0,134.0,40.5064932,-3.5324355,False,"(257000.0, 288800.0]"
1.0,2.4203319502074687,186000.0,1338.0,3.0,139.0,40.65662469999999,-3.7715549,True,"(178000.0, 190000.0]"
2.0,1.0,409000.0,6196.000000000002,2.0,66.0,40.4152606,-3.6844995,False,"(380000.0, 450000.0]"
2.0,0.0,153000.0,1456.9999999999998,3.0,105.0,40.8147963,-3.7633839,False,"(143417.5, 155000.0]"
1.0,2.4203319502074687,360000.0,9729.0,1.0,37.0,40.4318638,-3.7008012,True,"(330000.0, 380000.0]"
5.0,2.4203319502074687,1350000.0,3054.0,5.0,442.0,40.4447271,-3.6725187,True,"(1095000.0, 19220600.0]"
1.0,3.0,120000.0,2181.0,2.0,55.0,40.3666635,-3.7558343,False,"(110000.0, 124000.0]"
3.0,2.4203319502074687,1060000.0,5407.999999999999,4.0,196.0,40.4354156,-3.714341,True,"(715000.0, 1095000.0]"
4.0,4.0,1895000.0,7580.0,4.0,250.0,40.4247891,-3.6757322,False,"(1095000.0, 19220600.0]"
2.0,2.4203319502074687,216000.0,2634.0,2.0,82.0,40.44919840000001,-3.4614661,True,"(209000.0, 230000.0]"
2.0,3.0,999000.0,6660.0,3.0,150.0,40.4354156,-3.714341,False,"(715000.0, 1095000.0]"
2.0,1.0,162000.0,1868.0,2.0,87.0,40.297497,-3.4508315,False,"(155000.0, 165000.0]"
2.0,2.4203319502074687,760000.0,4550.0,4.0,167.0,40.4244747,-3.6967539,True,"(715000.0, 1095000.0]"
2.0,2.4203319502074687,420000.0,3021.0000000000005,3.0,139.0,40.4101681,-3.8847935,True,"(380000.0, 450000.0]"
1.0,4.0,279900.0,4665.0,2.0,60.0,40.4233716,-3.7077922,False,"(257000.0, 288800.0]"
2.0,2.4203319502074687,640000.0,5332.999999999998,1.0,120.0,40.4233716,-3.7077922,True,"(550000.0, 715000.0]"
2.0,2.4203319502074687,790000.0,5984.0,2.0,132.0,40.427922,-3.7217838,True,"(715000.0, 1095000.0]"
2.0,2.0,420999.0,3660.0,3.0,115.0,40.4662197,-3.6307929,False,"(380000.0, 450000.0]"
1.0,6.0,525000.0,5832.999999999997,2.0,90.0,40.4600771,-3.6954509,False,"(450000.0, 550000.0]"
1.0,2.4203319502074687,235000.0,2526.0,3.0,93.0,40.4106848,-3.6465027,True,"(230000.0, 257000.0]"
1.0,2.0,165000.0,2291.0,2.0,72.0,40.7295535,-3.5817508,False,"(155000.0, 165000.0]"
4.0,2.0,1250000.0,5274.0,4.0,237.0,40.45569800000001,-3.7850912,False,"(1095000.0, 19220600.0]"
1.0,3.0,99000.0,1414.0000000000002,3.0,70.0,40.3854876,-3.6680406,False,"(93000.0, 110000.0]"
2.0,0.0,329900.0,3220.0,3.0,102.0,40.4746363,-3.5791753,False,"(288800.0, 330000.0]"
2.0,2.4203319502074687,349000.0,3171.9999999999995,3.0,110.0,40.508512,-3.915241,True,"(330000.0, 380000.0]"
2.0,8.0,181500.0,1815.0,4.0,100.0,40.319082,-3.8540617,False,"(178000.0, 190000.0]"
3.0,2.4203319502074687,1125000.0,6617.000000000001,4.0,170.0,40.41289159999999,-3.6387501,True,"(1095000.0, 19220600.0]"
1.0,5.0,580000.0,6303.999999999999,3.0,92.0,40.4251403,-3.6789229,False,"(550000.0, 715000.0]"
2.0,2.0,560000.0,3500.0,4.0,160.0,40.4354015,-3.6709916,False,"(550000.0, 715000.0]"
3.0,1.0,1100000.0,4074.0,4.0,270.0,40.4346289,-3.7086295,False,"(1095000.0, 19220600.0]"
1.0,2.4203319502074687,121000.0,1728.0000000000002,1.0,70.0,40.5474107,-3.3766851,True,"(110000.0, 124000.0]"
3.0,2.4203319502074687,650000.0,3823.0,5.0,170.0,40.4694656,-3.6952646,True,"(550000.0, 715000.0]"
2.0,1.0,180000.0,1835.9999999999998,3.0,98.0,40.3418581,-3.8422306,False,"(178000.0, 190000.0]"
2.0,1.0,204000.0,1446.0,3.0,141.0,40.46139230000001,-3.4669025,False,"(190000.0, 209000.0]"
2.0,0.0,649000.0,3293.9999999999995,3.0,197.0,40.4440313,-3.8380333,False,"(550000.0, 715000.0]"
3.0,2.4203319502074687,650000.0,4062.0000000000005,4.0,160.0,40.473685,-3.6718324,True,"(550000.0, 715000.0]"
2.0,2.0,569000.0,3556.0,3.0,160.0,40.4908501,-3.7252977,False,"(550000.0, 715000.0]"
2.0,4.0,230000.0,2254.0,3.0,102.0,40.3655763,-3.7087027,False,"(209000.0, 230000.0]"
2.0,2.4203319502074687,598000.0,4152.0,3.0,144.0,40.532735,-3.6583774,True,"(550000.0, 715000.0]"
1.0,2.4203319502074687,218000.0,2725.0,2.0,80.0,40.3988295,-3.6652507,True,"(209000.0, 230000.0]"
1.0,2.0,195000.0,2267.0,3.0,86.0,40.4359682,-3.6114473,False,"(190000.0, 209000.0]"
1.0,4.0,228000.0,2533.0,4.0,90.0,40.3878256,-3.699307999999999,False,"(209000.0, 230000.0]"
2.0,2.4203319502074687,520000.0,6341.0,2.0,82.0,40.423032,-3.698351999999999,True,"(450000.0, 550000.0]"
2.0,3.0,570000.0,4830.0,3.0,118.0,40.5050578,-3.6705215,False,"(550000.0, 715000.0]"
1.0,2.0,120000.0,2000.0,2.0,60.0,40.3395538,-3.717536,False,"(110000.0, 124000.0]"
2.0,2.4203319502074687,202000.0,2104.0,3.0,96.0,40.4567552,-3.4754967,True,"(190000.0, 209000.0]"
2.0,2.0,255000.0,2217.0,4.0,115.0,40.3349639,-3.762501599999999,False,"(230000.0, 257000.0]"
1.0,2.0,458000.0,5654.0,2.0,81.0,40.4279247,-3.7097255,False,"(450000.0, 550000.0]"
1.0,3.0,134000.0,2061.0,3.0,65.0,40.4014515,-3.6630958,False,"(133900.0, 143417.5]"
2.0,2.4203319502074687,220000.0,2115.0,2.0,104.0,40.6345181,-3.51405,True,"(209000.0, 230000.0]"
1.0,2.4203319502074687,280000.0,3413.9999999999995,3.0,82.0,40.4086913,-3.667938999999999,True,"(257000.0, 288800.0]"
1.0,3.0,720000.0,6428.0,1.0,112.0,40.4249497,-3.6793947,False,"(715000.0, 1095000.0]"
2.0,2.4203319502074687,48100.0,741000.0,2.0,65.0,40.068126,-3.2395077,True,"(19999.999, 93000.0]"
1.0,4.0,555000.0,4404.0,4.0,126.0,40.4171407,-3.7096925,False,"(550000.0, 715000.0]"
1.0,2.4203319502074687,102500.0,1830.0,2.0,56.0,40.3762309,-3.6601302,True,"(93000.0, 110000.0]"
1.0,2.4203319502074687,330000.0,3666.0000000000005,3.0,90.0,40.4908501,-3.7252977,True,"(288800.0, 330000.0]"
1.0,1.0,197000.0,2855.0,3.0,69.0,40.3782929,-3.710277399999999,False,"(190000.0, 209000.0]"
3.0,2.4203319502074687,790000.0,2925.0,5.0,270.0,40.4802446,-3.7403293,True,"(715000.0, 1095000.0]"
1.0,4.0,265000.0,4343.999999999999,1.0,61.0,40.4690732,-3.7149771,False,"(257000.0, 288800.0]"
1.0,2.4203319502074687,127000.0,1335.9999999999998,3.0,95.0,40.4567552,-3.4754967,True,"(124000.0, 133900.0]"
1.0,2.4203319502074687,128000.0,2415.0,2.0,53.0,40.3826797,-3.7714464,True,"(124000.0, 133900.0]"
1.0,1.0,127000.0,2015.0000000000002,2.0,63.0,40.3897893,-3.6512257,False,"(124000.0, 133900.0]"
2.0,1.0,460000.0,3216.0,4.0,143.0,40.3955643,-3.77487,False,"(450000.0, 550000.0]"
1.0,2.0,139000.0,2171.0,2.0,64.0,40.4204713,-3.6179642,False,"(133900.0, 143417.5]"
1.0,3.0,120000.0,1714.0,2.0,70.0,40.7403897,-4.0541463,False,"(110000.0, 124000.0]"
1.0,2.4203319502074687,189000.0,2907.0,1.0,65.0,40.4794405,-3.6472151,True,"(178000.0, 190000.0]"
1.0,1.0,129000.0,1841.9999999999998,3.0,70.0,40.3889196,-3.7067447,False,"(124000.0, 133900.0]"
2.0,1.0,1040000.0,4770.0,3.0,218.0,40.4533356,-3.689516999999999,False,"(715000.0, 1095000.0]"
3.0,2.4203319502074687,599000.0,2995.0,4.0,200.0,40.4555595,-3.7443443,True,"(550000.0, 715000.0]"
1.0,0.0,525000.0,6730.0,1.0,78.0,40.4249544,-3.706624499999999,False,"(450000.0, 550000.0]"
2.0,2.4203319502074687,390000.0,3577.0,3.0,109.0,40.4665076,-3.6875065,True,"(380000.0, 450000.0]"
2.0,1.0,310000.0,3038.9999999999995,2.0,102.0,40.4533595,-3.5914924,False,"(288800.0, 330000.0]"
2.0,2.4203319502074687,153000.0,1176.0,4.0,130.0,40.302653,-3.4476498,True,"(143417.5, 155000.0]"
1.0,2.4203319502074687,85000.0,1328.0,1.0,64.0,40.3439605,-3.716095999999999,True,"(19999.999, 93000.0]"
4.0,3.0,144000.0,1515.0,3.0,95.0,40.353398,-3.6815396,False,"(143417.5, 155000.0]"
3.0,2.4203319502074687,1800000.0,4545.0,3.0,396.0,40.423032,-3.698351999999999,True,"(1095000.0, 19220600.0]"
1.0,2.0,250000.0,4901.0,1.0,51.0,40.4418192,-3.680829999999999,False,"(230000.0, 257000.0]"
1.0,3.0,108000.0,2076.0,2.0,52.0,40.3922332,-3.714147,False,"(93000.0, 110000.0]"
1.0,2.4203319502074687,178500.0,2746.0000000000005,3.0,65.0,40.4013193,-3.663347,True,"(178000.0, 190000.0]"
1.0,2.4203319502074687,132000.0,2237.0,2.0,59.0,40.4046011,-3.6453603,True,"(124000.0, 133900.0]"
6.0,2.4203319502074687,4500000.0,10514.000000000002,6.0,428.0,40.4724145,-3.7126908,True,"(1095000.0, 19220600.0]"
1.0,2.4203319502074687,178500.0,2100.0,3.0,85.0,40.3823022,-3.6123966,True,"(178000.0, 190000.0]"
2.0,2.4203319502074687,499000.0,3929.0,3.0,127.0,40.5651288,-3.613016,True,"(450000.0, 550000.0]"
2.0,2.4203319502074687,525000.0,3431.0,3.0,153.0,40.401745,-3.7869614,True,"(450000.0, 550000.0]"
4.0,2.0,1750000.0,6227.0,5.0,281.0,40.45043310000001,-3.6432882,False,"(1095000.0, 19220600.0]"
2.0,2.4203319502074687,195000.0,1500.0,4.0,130.0,40.3115293,-3.9235772,True,"(190000.0, 209000.0]"
2.0,2.4203319502074687,550000.0,5729.0,2.0,96.0,40.4294136,-3.721413,True,"(450000.0, 550000.0]"
2.0,2.4203319502074687,269800.0,2932.0,3.0,92.0,40.4561778,-3.5948802,True,"(257000.0, 288800.0]"
1.0,2.4203319502074687,185000.0,3303.0,1.0,56.0,40.3600866,-3.593182399999999,True,"(178000.0, 190000.0]"
2.0,5.0,409000.0,4008.9999999999995,3.0,102.0,40.4046946,-3.696909099999999,False,"(380000.0, 450000.0]"
1.0,2.4203319502074687,135000.0,2045.0,3.0,66.0,40.3792584,-3.7483116,True,"(133900.0, 143417.5]"
3.0,1.0,1360000.0,6732.0,3.0,202.0,40.4533356,-3.689516999999999,False,"(1095000.0, 19220600.0]"
2.0,1.0,239000.0,2008.0,3.0,119.0,40.302653,-3.4476498,False,"(230000.0, 257000.0]"
2.0,2.4203319502074687,1500000.0,8426.0,3.0,178.0,40.4552066,-3.6797153,True,"(1095000.0, 19220600.0]"
1.0,2.4203319502074687,265000.0,3731.9999999999995,3.0,71.0,40.4253349,-3.6669307,True,"(257000.0, 288800.0]"
2.0,2.4203319502074687,269500.0,2427.0,3.0,111.0,40.482817,-3.350878,True,"(257000.0, 288800.0]"
1.0,2.4203319502074687,99000.0,2200.0,1.0,45.0,40.3756965,-3.6262606,True,"(93000.0, 110000.0]"
2.0,2.4203319502074687,255400.0,2300.0,3.0,111.0,40.4611173,-3.4678608,True,"(230000.0, 257000.0]"
1.0,2.0,157897.0,2255.0,3.0,70.0,40.5056034,-3.5302108,False,"(155000.0, 165000.0]"
1.0,2.4203319502074687,120000.0,1500.0,3.0,80.0,40.2864475,-3.8058734,True,"(110000.0, 124000.0]"
2.0,2.4203319502074687,381000.0,4535.0,2.0,84.0,40.4041447,-3.6779406,True,"(380000.0, 450000.0]"
1.0,2.4203319502074687,214000.0,2815.0,2.0,76.0,40.3930254,-3.6990739,True,"(209000.0, 230000.0]"
2.0,2.0,240000.0,1950.9999999999998,4.0,123.0,40.3976813,-3.6664079,False,"(230000.0, 257000.0]"
2.0,2.4203319502074687,349000.0,4308.0,4.0,81.0,40.3893952,-3.6882614,True,"(330000.0, 380000.0]"
3.0,1.0,1225000.0,6805.0,4.0,180.0,40.4490213,-3.6866813,False,"(1095000.0, 19220600.0]"
1.0,2.4203319502074687,205000.0,3793.9999999999995,1.0,54.0,40.4703585,-3.6997749,True,"(190000.0, 209000.0]"
2.0,2.0,850000.0,7588.999999999998,3.0,112.0,40.43372,-3.6794912,False,"(715000.0, 1095000.0]"
2.0,2.4203319502074687,289600.0,2609.0,3.0,111.0,40.4611173,-3.4678608,True,"(288800.0, 330000.0]"
1.0,2.4203319502074687,212000.0,3655.0,2.0,58.0,40.3963679,-3.6965256,True,"(209000.0, 230000.0]"
1.0,2.4203319502074687,170000.0,2428.0,3.0,70.0,40.40984419999999,-3.66209,True,"(165000.0, 178000.0]"
1.0,3.0,144000.0,2880.0,2.0,50.0,40.4361723,-3.6371661,False,"(143417.5, 155000.0]"
1.0,2.4203319502074687,280000.0,4912.0,1.0,57.0,40.4531035,-3.708353,True,"(257000.0, 288800.0]"
4.0,1.0,900000.0,5625.0,4.0,160.0,40.5308564,-3.6366358,False,"(715000.0, 1095000.0]"
1.0,1.0,224900.0,1499.0,3.0,150.0,40.2806685,-3.9127753,False,"(209000.0, 230000.0]"
2.0,5.0,199000.0,1730.0,4.0,115.0,40.29678029999999,-3.7926281,False,"(190000.0, 209000.0]"
1.0,3.0,310000.0,4428.0,2.0,70.0,40.4382616,-3.7935352,False,"(288800.0, 330000.0]"
1.0,2.4203319502074687,148500.0,2475.0,2.0,60.0,40.4023233,-3.6059715,True,"(143417.5, 155000.0]"
3.0,2.0,1850000.0,7707.999999999997,5.0,240.0,40.4223818,-3.6921742,False,"(1095000.0, 19220600.0]"
1.0,2.4203319502074687,475000.0,5277.0,2.0,90.0,40.4348395,-3.7131888,True,"(450000.0, 550000.0]"
2.0,2.4203319502074687,169000.0,1640.0,3.0,103.0,40.3495245,-3.6999411,True,"(165000.0, 178000.0]"
2.0,2.4203319502074687,331600.0,2786.0,3.0,119.0,40.4611173,-3.4678608,True,"(330000.0, 380000.0]"
2.0,2.0,199000.0,1859.0,3.0,107.0,40.455062,-3.4787476,False,"(190000.0, 209000.0]"
2.0,1.0,178000.0,1271.0,4.0,140.0,40.3115293,-3.9235772,False,"(165000.0, 178000.0]"
3.0,2.4203319502074687,655000.0,4119.0,3.0,159.0,40.4737586,-3.8683123,True,"(550000.0, 715000.0]"
2.0,2.4203319502074687,495000.0,6187.0,3.0,80.0,40.4531035,-3.708353,True,"(450000.0, 550000.0]"
2.0,3.0,950000.0,5587.999999999999,3.0,170.0,40.4485996,-3.6893178,False,"(715000.0, 1095000.0]"
2.0,3.0,177000.0,2026.9999999999998,3.0,87.0,40.297497,-3.4508315,False,"(165000.0, 178000.0]"
1.0,2.4203319502074687,167000.0,1964.0,3.0,85.0,40.395741,-3.7166235,True,"(165000.0, 178000.0]"
3.0,2.0,690000.0,3833.0,5.0,180.0,40.4352004,-3.7101978,False,"(550000.0, 715000.0]"
2.0,3.0,395000.0,4072.0,2.0,97.0,40.4654545,-3.7015337,False,"(380000.0, 450000.0]"
2.0,2.0,173000.0,1980.9999999999998,3.0,87.0,40.297497,-3.4508315,False,"(165000.0, 178000.0]"
2.0,2.0,449000.0,4359.0,2.0,103.0,40.4470681,-3.784192,False,"(380000.0, 450000.0]"
1.0,2.0,95000.0,1117.0,3.0,85.0,40.4115165,-3.7076445,False,"(93000.0, 110000.0]"
1.0,2.4203319502074687,131000.0,2183.0000000000005,2.0,60.0,40.44694339999999,-3.4557634,True,"(124000.0, 133900.0]"
2.0,2.4203319502074687,165000.0,1833.0000000000002,3.0,90.0,40.3617188,-3.5533948,True,"(155000.0, 165000.0]"
2.0,3.0,625000.0,3676.0,4.0,170.0,40.4354015,-3.6709916,False,"(550000.0, 715000.0]"
1.0,5.0,136000.0,1528.0,3.0,89.0,40.3424506,-3.6910092,False,"(133900.0, 143417.5]"
1.0,2.4203319502074687,290000.0,6170.0,3.0,47.0,40.4312768,-3.6769396,True,"(288800.0, 330000.0]"
1.0,3.0,95000.0,1557.0,2.0,61.0,40.3662304,-3.7559482,False,"(93000.0, 110000.0]"
1.0,2.4203319502074687,125000.0,1644.0000000000002,3.0,76.0,40.4013193,-3.663347,True,"(124000.0, 133900.0]"
1.0,4.0,325000.0,4779.0,1.0,68.0,40.4716709,-3.6857802,False,"(288800.0, 330000.0]"
4.0,1.0,700000.0,2681.0,5.0,261.0,40.4104322,-3.7970675,False,"(550000.0, 715000.0]"
2.0,1.0,209900.0,2120.0,3.0,99.0,40.44694339999999,-3.4557634,False,"(209000.0, 230000.0]"
1.0,3.0,375000.0,5952.000000000001,2.0,63.0,40.4586858,-3.6479552,False,"(330000.0, 380000.0]"
1.0,2.4203319502074687,320000.0,5000.0,2.0,64.0,40.483908,-3.703942,True,"(288800.0, 330000.0]"
2.0,1.0,465000.0,3100.0,2.0,150.0,40.5375097,-3.8998956,False,"(450000.0, 550000.0]"
2.0,1.0,1250000.0,8333.0,2.0,150.0,40.4249497,-3.6793947,False,"(1095000.0, 19220600.0]"
1.0,2.4203319502074687,339999.0,2881.0,3.0,118.0,40.4763165,-3.7109077,True,"(330000.0, 380000.0]"
3.0,1.0,1400000.0,5185.0,4.0,270.0,40.413352,-3.6974619,False,"(1095000.0, 19220600.0]"
1.0,5.0,146000.0,2026.9999999999998,3.0,72.0,40.38281629999999,-3.7476555,False,"(143417.5, 155000.0]"
1.0,2.0,139000.0,3088.0,2.0,45.0,40.3892335,-3.6864121,False,"(133900.0, 143417.5]"
1.0,2.4203319502074687,100000.0,1818.0,1.0,55.0,40.39644990000001,-3.4919103,True,"(93000.0, 110000.0]"
3.0,2.4203319502074687,720000.0,5332.999999999998,2.0,135.0,40.4233716,-3.7077922,True,"(715000.0, 1095000.0]"
1.0,6.0,290000.0,3411.0,4.0,85.0,40.4635509,-3.6460633,False,"(288800.0, 330000.0]"
2.0,2.4203319502074687,221800.0,2384.0,2.0,93.0,40.4611173,-3.4678608,True,"(209000.0, 230000.0]"
1.0,2.4203319502074687,179000.0,5593.0,1.0,32.0,40.4783593,-3.7295447,True,"(178000.0, 190000.0]"
2.0,2.0,620000.0,7126.0,2.0,87.0,40.4354015,-3.6709916,False,"(550000.0, 715000.0]"
1.0,1.0,125500.0,1673.0,2.0,75.0,40.29678029999999,-3.7926281,False,"(124000.0, 133900.0]"
2.0,3.0,985000.0,6273.0,3.0,157.0,40.4140287,-3.7093035,False,"(715000.0, 1095000.0]"
2.0,3.0,750000.0,4601.0,4.0,163.0,40.4281689,-3.719263,False,"(715000.0, 1095000.0]"
2.0,2.4203319502074687,179000.0,1884.0000000000002,2.0,95.0,40.5964617,-3.5016452,True,"(178000.0, 190000.0]"
1.0,2.4203319502074687,306000.0,2372.0,3.0,129.0,40.3951018,-3.7117138,True,"(288800.0, 330000.0]"
2.0,2.0,215000.0,1720.0,2.0,125.0,40.3517896,-3.5370216,False,"(209000.0, 230000.0]"
2.0,1.0,860000.0,4803.999999999999,4.0,179.0,40.4312768,-3.6769396,False,"(715000.0, 1095000.0]"
1.0,2.0,140000.0,2691.9999999999995,1.0,52.0,40.3958779,-3.7210694,False,"(133900.0, 143417.5]"
1.0,2.4203319502074687,140000.0,2222.0,2.0,63.0,40.3885316,-3.6432394,True,"(133900.0, 143417.5]"
1.0,2.4203319502074687,128000.0,1729.0,3.0,74.0,40.4014515,-3.6630958,True,"(124000.0, 133900.0]"
1.0,2.4203319502074687,145000.0,1933.0,2.0,75.0,40.2864475,-3.8058734,True,"(143417.5, 155000.0]"
2.0,2.4203319502074687,240000.0,2000.0,3.0,120.0,40.4377876,-3.6105733,True,"(230000.0, 257000.0]"
4.0,2.4203319502074687,1399000.0,6661.000000000001,3.0,210.0,40.48148,-3.6874493,True,"(1095000.0, 19220600.0]"
2.0,2.4203319502074687,448000.0,4571.000000000002,2.0,98.0,40.39228,-3.67929,True,"(380000.0, 450000.0]"
5.0,3.0,2400000.0,4502.0,6.0,533.0,40.4490213,-3.6866813,False,"(1095000.0, 19220600.0]"
1.0,4.0,128000.0,1828.0,3.0,70.0,40.4035446,-3.6605991,False,"(124000.0, 133900.0]"
1.0,2.4203319502074687,133000.0,1847.0,2.0,72.0,40.4455519,-3.6091008,True,"(124000.0, 133900.0]"
1.0,1.0,180000.0,3600.0,1.0,50.0,40.3719427,-3.767037199999999,False,"(178000.0, 190000.0]"
3.0,2.4203319502074687,573000.0,4308.0,4.0,133.0,40.4121804,-3.6671544,True,"(550000.0, 715000.0]"
1.0,4.0,103000.0,1872.0,2.0,55.0,40.4045759,-3.5990491,False,"(93000.0, 110000.0]"
3.0,1.0,465000.0,2513.0,3.0,185.0,40.4174811,-3.8613836,False,"(450000.0, 550000.0]"
2.0,2.4203319502074687,119000.0,1293.0000000000002,3.0,92.0,40.47454099999999,-3.3774882,True,"(110000.0, 124000.0]"
1.0,8.0,165000.0,1940.9999999999998,1.0,85.0,40.29678029999999,-3.7926281,False,"(155000.0, 165000.0]"
2.0,1.0,725000.0,8333.0,2.0,87.0,40.4238593,-3.6866377,False,"(715000.0, 1095000.0]"
2.0,2.4203319502074687,850000.0,5000.0,3.0,170.0,40.4425866,-3.7126505,True,"(715000.0, 1095000.0]"
1.0,5.0,138000.0,2029.0,3.0,68.0,40.3771534,-3.766238,False,"(133900.0, 143417.5]"
1.0,1.0,349000.0,3525.0,3.0,99.0,40.4094474,-3.730815199999999,False,"(330000.0, 380000.0]"
2.0,2.0,249900.0,2173.0,3.0,115.0,40.4609343,-3.4756527,False,"(230000.0, 257000.0]"
2.0,2.0,820000.0,5157.0,4.0,159.0,40.4395579,-3.6999112,False,"(715000.0, 1095000.0]"
1.0,4.0,155000.0,2384.0,2.0,65.0,40.4046011,-3.6453603,False,"(143417.5, 155000.0]"
2.0,2.4203319502074687,154500.0,1626.0,2.0,95.0,40.3451009,-3.7046962,True,"(143417.5, 155000.0]"
1.0,2.4203319502074687,225000.0,2556.0,2.0,88.0,40.5016132,-3.3693586,True,"(209000.0, 230000.0]"
2.0,1.0,169000.0,1949.0,3.0,87.0,40.297497,-3.4508315,False,"(165000.0, 178000.0]"
1.0,2.4203319502074687,270000.0,3648.0,2.0,74.0,40.4115369,-3.7106186,True,"(257000.0, 288800.0]"
2.0,3.0,179241.0,2267.0,2.0,79.0,40.4635994,-3.4814658,False,"(178000.0, 190000.0]"
1.0,2.0,135000.0,2250.0,3.0,60.0,40.3200576,-3.861619499999999,False,"(133900.0, 143417.5]"
1.0,3.0,219000.0,4977.0,1.0,44.0,40.4048723,-3.6905871,False,"(209000.0, 230000.0]"
1.0,2.0,119500.0,1511.9999999999998,2.0,79.0,40.2986125,-3.7351822,False,"(110000.0, 124000.0]"
2.0,2.4203319502074687,330000.0,3203.0000000000005,2.0,103.0,40.4531035,-3.708353,True,"(288800.0, 330000.0]"
1.0,2.4203319502074687,215000.0,1396.0,4.0,154.0,40.3356548,-3.8670074,True,"(209000.0, 230000.0]"
1.0,2.0,375000.0,6818.0,1.0,55.0,40.423032,-3.698351999999999,False,"(330000.0, 380000.0]"
