bathrooms,floor,price,price_m2,rooms,size,latitude,longitude,floor_was_missing,price_cut
3.0,6.0,698000.0,5287.000000000001,3.0,132.0,40.4565268,-3.6971324,False,"(550000.0, 715000.0]"
2.0,1.0,185000.0,1541.0,3.0,120.0,40.3232129,-3.8676291,False,"(178000.0, 190000.0]"
1.0,2.4203319502074687,250000.0,2083.0,4.0,120.0,40.4747635,-3.6515536,True,"(230000.0, 257000.0]"
2.0,1.0,231800.0,1931.0,3.0,120.0,40.4172714,-3.7104144,False,"(230000.0, 257000.0]"
1.0,2.0,220000.0,2750.0,3.0,80.0,40.3897167,-3.7072985,False,"(209000.0, 230000.0]"
1.0,0.0,170000.0,2000.0,3.0,85.0,40.3562746,-3.8106095,False,"(165000.0, 178000.0]"
2.0,1.0,550000.0,4954.0,3.0,111.0,40.4490643,-3.7012076,False,"(450000.0, 550000.0]"
1.0,2.0,165000.0,2037.0,3.0,81.0,40.3560232,-3.6956031,False,"(155000.0, 165000.0]"
1.0,2.4203319502074687,94000.0,1492.0,3.0,63.0,40.3235679,-3.7363288,True,"(93000.0, 110000.0]"
1.0,0.0,154300.0,1624.0,4.0,95.0,40.25932,-3.8246,False,"(143417.5, 155000.0]"
1.0,2.4203319502074687,138000.0,1725.0,3.0,80.0,40.3882549,-3.7251328,True,"(133900.0, 143417.5]"
2.0,3.0,420000.0,3021.0000000000005,4.0,139.0,40.4115165,-3.7076445,False,"(380000.0, 450000.0]"
1.0,2.0,200000.0,2105.0,3.0,95.0,40.3278906,-3.7675356,False,"(190000.0, 209000.0]"
1.0,0.0,64000.0,1422.0,1.0,45.0,40.6077595,-3.5022347,False,"(19999.999, 93000.0]"
1.0,2.0,89000.0,847000.0,2.0,105.0,40.1681485,-3.275967,False,"(19999.999, 93000.0]"
1.0,2.4203319502074687,225000.0,3168.9999999999995,3.0,71.0,40.3947273,-3.7316829,True,"(209000.0, 230000.0]"
1.0,2.4203319502074687,112500.0,1541.0,2.0,73.0,40.8229476,-3.5381048,True,"(110000.0, 124000.0]"
1.0,3.0,245000.0,4900.0,1.0,50.0,40.4138972,-3.7150633,False,"(230000.0, 257000.0]"
1.0,5.0,345000.0,7040.0,1.0,49.0,40.433554,-3.6765082,False,"(330000.0, 380000.0]"
1.0,1.0,170000.0,1683.0,2.0,101.0,40.373311,-3.7450927,False,"(165000.0, 178000.0]"
1.0,1.0,102000.0,1200.0,3.0,85.0,40.48028619999999,-3.3751971,False,"(93000.0, 110000.0]"
1.0,2.4203319502074687,125000.0,1923.0,3.0,65.0,40.3913419,-3.7450891,True,"(124000.0, 133900.0]"
1.0,2.4203319502074687,71230.0,828000.0,3.0,86.0,40.034789,-3.5868212,True,"(19999.999, 93000.0]"
1.0,1.0,113500.0,1493.0,2.0,76.0,40.2369018,-3.7728153,False,"(110000.0, 124000.0]"
2.0,2.0,197700.0,1123.0,4.0,176.0,40.4991922,-4.065255899999999,False,"(190000.0, 209000.0]"
2.0,5.0,1100000.0,7332.999999999997,3.0,150.0,40.4247891,-3.6757322,False,"(1095000.0, 19220600.0]"
1.0,5.0,220800.0,4697.0,1.0,47.0,40.3882549,-3.7251328,False,"(209000.0, 230000.0]"
1.0,3.0,95000.0,1217.0,2.0,78.0,40.0311833,-3.5951763,False,"(93000.0, 110000.0]"
2.0,0.0,448000.0,4571.000000000002,2.0,98.0,40.3932651,-3.6796373,False,"(380000.0, 450000.0]"
1.0,3.0,161000.0,2012.0,3.0,80.0,40.3232129,-3.8676291,False,"(155000.0, 165000.0]"
3.0,6.0,1500000.0,7500.0,4.0,200.0,40.4238593,-3.6866377,False,"(1095000.0, 19220600.0]"
3.0,0.0,640000.0,5332.999999999998,5.0,120.0,40.4160822,-3.7106716,False,"(550000.0, 715000.0]"
1.0,2.0,139000.0,2622.0,2.0,53.0,40.4075825,-3.7040317,False,"(133900.0, 143417.5]"
2.0,2.4203319502074687,296800.0,2580.0,3.0,115.0,40.4611173,-3.4678608,True,"(288800.0, 330000.0]"
2.0,3.0,226000.0,2511.0,2.0,90.0,40.45113,-3.4632324,False,"(209000.0, 230000.0]"
1.0,0.0,120000.0,2666.0000000000005,1.0,45.0,40.4743439,-3.6491232,False,"(110000.0, 124000.0]"
2.0,2.4203319502074687,380000.0,3958.0,2.0,96.0,40.4294136,-3.721413,True,"(330000.0, 380000.0]"
1.0,2.4203319502074687,90000.0,1636.0,2.0,55.0,40.2312091,-3.9942211,True,"(19999.999, 93000.0]"
2.0,2.0,213000.0,2366.0,3.0,90.0,40.4185839,-3.5272629,False,"(209000.0, 230000.0]"
1.0,2.4203319502074687,170000.0,2048.0,3.0,83.0,40.62654149999999,-4.0015501,True,"(165000.0, 178000.0]"
1.0,2.0,160000.0,3333.0,1.0,48.0,40.3770305,-3.7425289,False,"(155000.0, 165000.0]"
1.0,4.0,160000.0,2133.0,3.0,75.0,40.39307,-3.74121,False,"(155000.0, 165000.0]"
2.0,5.0,330000.0,3510.0,3.0,94.0,40.4561778,-3.5948802,False,"(288800.0, 330000.0]"
2.0,3.0,228900.0,2543.0,3.0,90.0,40.4438197,-3.4626865,False,"(209000.0, 230000.0]"
2.0,4.0,164544.0,1714.0,3.0,96.0,40.5114397,-3.3647293,False,"(155000.0, 165000.0]"
1.0,7.0,301700.0,6558.0,1.0,46.0,40.4633516,-3.6741489,False,"(288800.0, 330000.0]"
2.0,5.0,206100.0,1746.0,3.0,118.0,40.3032897,-3.4415762,False,"(190000.0, 209000.0]"
1.0,2.4203319502074687,120000.0,2400.0,2.0,50.0,40.397474,-3.667927699999999,True,"(110000.0, 124000.0]"
2.0,2.4203319502074687,204000.0,1593.0000000000002,4.0,128.0,40.4041236,-3.7476631,True,"(190000.0, 209000.0]"
1.0,4.0,116000.0,1841.0,3.0,63.0,40.3544121,-3.7003632,False,"(110000.0, 124000.0]"
1.0,1.0,45000.0,642000.0,3.0,70.0,40.3637266,-4.4042841,False,"(19999.999, 93000.0]"
1.0,2.4203319502074687,109600.0,1501.0,2.0,73.0,40.6293807,-4.0054482,True,"(93000.0, 110000.0]"
2.0,0.0,176000.0,1385.0,3.0,127.0,40.3917973,-3.6655591,False,"(165000.0, 178000.0]"
1.0,2.0,99000.0,1285.0,2.0,77.0,40.3390034,-3.3833163,False,"(93000.0, 110000.0]"
2.0,5.0,157000.0,1570.0,3.0,100.0,40.3817345,-3.644961,False,"(155000.0, 165000.0]"
1.0,2.4203319502074687,294000.0,3542.0,3.0,83.0,40.608537,-3.7121445,True,"(288800.0, 330000.0]"
2.0,7.0,1320000.0,6600.0,3.0,200.0,40.4368657,-3.6995664,False,"(1095000.0, 19220600.0]"
1.0,1.0,169000.0,2283.0,3.0,74.0,40.3558025,-3.8162565,False,"(165000.0, 178000.0]"
1.0,3.0,181153.0,2374.0,2.0,76.0,40.4609233,-3.4408981,False,"(178000.0, 190000.0]"
2.0,5.0,235000.0,1766.0,4.0,133.0,40.2912656,-3.805314,False,"(230000.0, 257000.0]"
1.0,2.4203319502074687,264000.0,3771.0000000000005,2.0,70.0,40.4325981,-3.6077169,True,"(257000.0, 288800.0]"
3.0,2.4203319502074687,295000.0,1620.0,4.0,182.0,40.6763507,-3.9704867,True,"(288800.0, 330000.0]"
2.0,1.0,114900.0,1454.0,3.0,79.0,40.0258019,-3.6198359,False,"(110000.0, 124000.0]"
2.0,4.0,176000.0,1892.0,3.0,93.0,40.5743564,-4.0025267,False,"(165000.0, 178000.0]"
1.0,1.0,186000.0,2657.0,3.0,70.0,40.4204702,-3.6991605,False,"(178000.0, 190000.0]"
1.0,2.4203319502074687,87700.0,1370.0,2.0,64.0,40.7351603,-3.5825347,True,"(19999.999, 93000.0]"
1.0,5.0,320000.0,4000.0,3.0,80.0,40.4018524,-3.7364566,False,"(288800.0, 330000.0]"
2.0,2.0,360000.0,2432.0,3.0,148.0,40.4900424,-3.8710844,False,"(330000.0, 380000.0]"
2.0,2.0,273000.0,2481.0,3.0,110.0,40.45113,-3.4632324,False,"(257000.0, 288800.0]"
1.0,3.0,183000.0,2033.0,3.0,90.0,40.3899622,-3.7421324,False,"(178000.0, 190000.0]"
1.0,2.4203319502074687,160000.0,2318.0,3.0,69.0,40.4361723,-3.6371661,True,"(155000.0, 165000.0]"
1.0,0.0,95000.0,1583.0000000000002,2.0,60.0,40.3739662,-3.7505471,False,"(93000.0, 110000.0]"
4.0,2.0,1599000.0,7614.0,3.0,210.0,40.4338618,-3.695287,False,"(1095000.0, 19220600.0]"
1.0,1.0,190000.0,1496.0,4.0,127.0,40.4259664,-3.5383859,False,"(178000.0, 190000.0]"
1.0,2.4203319502074687,175000.0,1804.0,3.0,97.0,40.62654149999999,-4.0015501,True,"(165000.0, 178000.0]"
1.0,3.0,102000.0,1200.0,3.0,85.0,40.2288114,-3.7627611,False,"(93000.0, 110000.0]"
2.0,1.0,220000.0,1803.0000000000002,3.0,122.0,40.3854876,-3.6680406,False,"(209000.0, 230000.0]"
1.0,1.0,125000.0,2231.9999999999995,2.0,56.0,40.3924334,-3.758293699999999,False,"(124000.0, 133900.0]"
1.0,2.4203319502074687,208000.0,2390.0,2.0,87.0,40.2889567,-3.8186201,True,"(190000.0, 209000.0]"
2.0,2.4203319502074687,425000.0,3483.0,3.0,122.0,40.5066209,-3.8956167,True,"(380000.0, 450000.0]"
3.0,3.0,695000.0,6318.0,4.0,110.0,40.43876,-3.713019999999999,False,"(550000.0, 715000.0]"
1.0,2.4203319502074687,92000.0,1121.0,3.0,82.0,40.2312495,-3.7740746,True,"(19999.999, 93000.0]"
1.0,3.0,69000.0,985000.0,3.0,70.0,40.214999,-3.567151,False,"(19999.999, 93000.0]"
2.0,2.4203319502074687,230000.0,2421.0,2.0,95.0,40.3854876,-3.6680406,True,"(209000.0, 230000.0]"
1.0,0.0,182000.0,2888.0,3.0,63.0,40.46436569999999,-3.7189912,False,"(178000.0, 190000.0]"
1.0,2.4203319502074687,290000.0,3222.0,3.0,90.0,40.4039261,-3.7065492,True,"(288800.0, 330000.0]"
1.0,2.4203319502074687,129900.0,1459.0,3.0,89.0,40.3232129,-3.8676291,True,"(124000.0, 133900.0]"
1.0,4.0,465000.0,5535.0,2.0,84.0,40.4354015,-3.6709916,False,"(450000.0, 550000.0]"
1.0,0.0,174000.0,4350.0,2.0,40.0,40.4039957,-3.6999529,False,"(165000.0, 178000.0]"
1.0,2.4203319502074687,235000.0,3916.0000000000005,2.0,60.0,40.4104024,-3.7016224,True,"(230000.0, 257000.0]"
1.0,1.0,147000.0,1563.0000000000002,3.0,94.0,40.7528628,-3.7816093,False,"(143417.5, 155000.0]"
1.0,5.0,340000.0,5666.0,1.0,60.0,40.4530541,-3.6883445,False,"(330000.0, 380000.0]"
1.0,2.0,146000.0,1505.0,3.0,97.0,40.45494559999999,-3.4888705,False,"(143417.5, 155000.0]"
1.0,2.4203319502074687,310000.0,3780.0,2.0,82.0,40.4121804,-3.6671544,True,"(288800.0, 330000.0]"
1.0,4.0,265000.0,5196.000000000002,3.0,51.0,40.4104177,-3.698211,False,"(257000.0, 288800.0]"
1.0,2.4203319502074687,93500.0,1700.0,2.0,55.0,40.4743695,-3.3764143,True,"(93000.0, 110000.0]"
2.0,0.0,308000.0,1563.0000000000002,3.0,197.0,40.4446544,-3.4728049,False,"(288800.0, 330000.0]"
1.0,2.4203319502074687,120000.0,1500.0,3.0,80.0,40.3837379,-3.6990948,True,"(110000.0, 124000.0]"
1.0,2.4203319502074687,159000.0,2409.0000000000005,2.0,66.0,40.3924334,-3.758293699999999,True,"(155000.0, 165000.0]"
1.0,2.4203319502074687,220000.0,5500.0,2.0,40.0,40.4087755,-3.6953095,True,"(209000.0, 230000.0]"
1.0,3.0,95550.0,1591.9999999999998,2.0,60.0,40.2432349,-3.6962394,False,"(93000.0, 110000.0]"
1.0,3.0,230000.0,4181.0,2.0,55.0,40.4512349,-3.7078713,False,"(209000.0, 230000.0]"
1.0,1.0,142000.0,1972.0,3.0,72.0,40.3319506,-3.7686545,False,"(133900.0, 143417.5]"
1.0,8.0,169900.0,1952.0,3.0,87.0,40.48699879999999,-3.3762178,False,"(165000.0, 178000.0]"
1.0,7.0,159000.0,1445.0,3.0,110.0,40.3692642,-3.7149177,False,"(155000.0, 165000.0]"
2.0,1.0,380000.0,3166.0000000000005,4.0,120.0,40.5449368,-3.6335006,False,"(330000.0, 380000.0]"
2.0,2.0,770000.0,5132.999999999999,3.0,150.0,40.4338618,-3.695287,False,"(715000.0, 1095000.0]"
1.0,4.0,173000.0,2135.0,3.0,81.0,40.4179069,-3.5419662,False,"(165000.0, 178000.0]"
3.0,0.0,655000.0,1746.0,3.0,375.0,40.4700967,-3.8532628,False,"(550000.0, 715000.0]"
1.0,2.4203319502074687,330000.0,3928.0,3.0,84.0,40.4475923,-3.6722902,True,"(288800.0, 330000.0]"
2.0,1.0,155000.0,1823.0000000000002,3.0,85.0,40.32912109999999,-3.8624027,False,"(143417.5, 155000.0]"
1.0,1.0,129000.0,1720.0,3.0,75.0,40.213047,-3.570952,False,"(124000.0, 133900.0]"
1.0,1.0,119000.0,1072.0,4.0,111.0,40.6294827,-4.010525400000001,False,"(110000.0, 124000.0]"
2.0,2.0,153000.0,1986.9999999999998,3.0,77.0,40.3966477,-3.746035,False,"(143417.5, 155000.0]"
1.0,2.4203319502074687,160000.0,3137.0,1.0,51.0,40.473407,-3.5758267,True,"(155000.0, 165000.0]"
1.0,2.0,112000.0,1513.0000000000002,2.0,74.0,40.3395837,-3.3746571,False,"(110000.0, 124000.0]"
2.0,3.0,255000.0,1655.0,3.0,154.0,40.3395538,-3.717536,False,"(230000.0, 257000.0]"
2.0,1.0,257000.0,2056.0,4.0,125.0,40.4583218,-3.4509764,False,"(230000.0, 257000.0]"
2.0,4.0,298000.0,2811.0000000000005,3.0,106.0,40.5424714,-3.6304027,False,"(288800.0, 330000.0]"
1.0,3.0,371000.0,3372.0,3.0,110.0,40.46436569999999,-3.7189912,False,"(330000.0, 380000.0]"
1.0,2.0,130000.0,1857.0,3.0,70.0,40.3824797,-3.7106179,False,"(124000.0, 133900.0]"
2.0,2.4203319502074687,63300.0,680000.0,2.0,93.0,40.2582347,-3.2401807,True,"(19999.999, 93000.0]"
1.0,2.0,125000.0,1561.9999999999998,2.0,80.0,40.6927311,-4.026725799999999,False,"(124000.0, 133900.0]"
1.0,2.4203319502074687,449000.0,4726.0,3.0,95.0,40.4167884,-3.676739099999999,True,"(380000.0, 450000.0]"
1.0,4.0,249000.0,5532.999999999999,1.0,45.0,40.4250716,-3.691775,False,"(230000.0, 257000.0]"
2.0,1.0,230000.0,2500.0,3.0,92.0,40.37507000000001,-3.7638597,False,"(209000.0, 230000.0]"
2.0,2.0,850000.0,8673.0,2.0,98.0,40.4247891,-3.6757322,False,"(715000.0, 1095000.0]"
1.0,2.0,109000.0,1676.0,3.0,65.0,40.3244291,-3.737755299999999,False,"(93000.0, 110000.0]"
2.0,2.4203319502074687,310000.0,2421.0,3.0,128.0,40.3319506,-3.7686545,True,"(288800.0, 330000.0]"
1.0,2.4203319502074687,116000.0,1348.0,3.0,86.0,40.3471975,-3.8319875,True,"(110000.0, 124000.0]"
1.0,3.0,140000.0,4000.0,1.0,35.0,40.4576352,-3.6995035,False,"(133900.0, 143417.5]"
2.0,3.0,194000.0,1959.0,2.0,99.0,40.3877998,-3.7074549,False,"(190000.0, 209000.0]"
1.0,2.4203319502074687,110000.0,3142.0,2.0,35.0,40.4506087,-3.7080901,True,"(93000.0, 110000.0]"
1.0,0.0,150000.0,2000.0,2.0,75.0,40.4043103,-3.9993244,False,"(143417.5, 155000.0]"
2.0,3.0,258900.0,2231.0,3.0,116.0,40.4717686,-3.719269,False,"(257000.0, 288800.0]"
1.0,4.0,255900.0,7108.0,2.0,36.0,40.4419975,-3.7017574,False,"(230000.0, 257000.0]"
1.0,1.0,230000.0,5348.0,1.0,43.0,40.4354015,-3.6709916,False,"(209000.0, 230000.0]"
2.0,2.0,350000.0,1871.0,4.0,187.0,40.3519065,-3.5357334,False,"(330000.0, 380000.0]"
2.0,2.0,629000.0,5285.0,2.0,119.0,40.4244747,-3.6967539,False,"(550000.0, 715000.0]"
1.0,2.4203319502074687,210000.0,2470.0,2.0,85.0,40.462916,-3.657012999999999,True,"(209000.0, 230000.0]"
1.0,2.4203319502074687,278000.0,4149.0,1.0,67.0,40.417955,-3.714311999999999,True,"(257000.0, 288800.0]"
1.0,1.0,116000.0,2148.0,3.0,54.0,40.3471975,-3.8319875,False,"(110000.0, 124000.0]"
1.0,2.4203319502074687,154900.0,2211.9999999999995,2.0,70.0,40.3335866,-3.7463754,True,"(143417.5, 155000.0]"
1.0,2.4203319502074687,143000.0,1906.0,3.0,75.0,40.3160116,-3.8776099,True,"(133900.0, 143417.5]"
1.0,2.4203319502074687,240000.0,4363.0,2.0,55.0,40.4786845,-3.644007199999999,True,"(230000.0, 257000.0]"
1.0,2.4203319502074687,89000.0,2781.0,1.0,32.0,40.40178179999999,-3.7488698,True,"(19999.999, 93000.0]"
2.0,6.0,460000.0,4000.0,3.0,115.0,40.4469796,-3.7095648,False,"(450000.0, 550000.0]"
1.0,1.0,155000.0,2279.0,2.0,68.0,40.4580139,-3.7045593,False,"(143417.5, 155000.0]"
1.0,4.0,104000.0,1117.9999999999998,4.0,93.0,40.5498121,-3.3241165,False,"(93000.0, 110000.0]"
2.0,2.4203319502074687,185400.0,1483.0,3.0,125.0,40.3232129,-3.8676291,True,"(178000.0, 190000.0]"
3.0,2.4203319502074687,799000.0,4871.0,5.0,164.0,40.3892335,-3.6864121,True,"(715000.0, 1095000.0]"
1.0,2.4203319502074687,315000.0,4701.000000000001,1.0,67.0,40.4689316,-3.6721607,True,"(288800.0, 330000.0]"
1.0,5.0,340000.0,4721.999999999999,1.0,72.0,40.4379469,-3.693584199999999,False,"(330000.0, 380000.0]"
2.0,0.0,220000.0,1383.0,3.0,159.0,40.2693236,-3.9059154,False,"(209000.0, 230000.0]"
1.0,2.4203319502074687,191100.0,2691.0000000000005,2.0,71.0,40.3520776,-3.6855601,True,"(190000.0, 209000.0]"
1.0,1.0,116000.0,2109.0,2.0,55.0,40.3816772,-3.7011799,False,"(110000.0, 124000.0]"
2.0,4.0,184990.0,1608.0,4.0,115.0,40.1841821,-3.6790109,False,"(178000.0, 190000.0]"
1.0,1.0,270000.0,4500.0,1.0,60.0,40.4244952,-3.7025228,False,"(257000.0, 288800.0]"
1.0,3.0,76000.0,883000.0,3.0,86.0,40.0282254,-3.6124175,False,"(19999.999, 93000.0]"
2.0,2.0,488000.0,4831.0,4.0,101.0,40.3881531,-3.691078,False,"(450000.0, 550000.0]"
1.0,2.4203319502074687,170000.0,2833.0,1.0,60.0,40.3600866,-3.593182399999999,True,"(165000.0, 178000.0]"
1.0,2.4203319502074687,152000.0,1974.0,3.0,77.0,40.429234,-3.5302812,True,"(143417.5, 155000.0]"
2.0,1.0,390000.0,3095.0,3.0,126.0,40.5375097,-3.8998956,False,"(380000.0, 450000.0]"
1.0,1.0,270000.0,3856.9999999999995,2.0,70.0,40.39496159999999,-3.7098065,False,"(257000.0, 288800.0]"
1.0,2.4203319502074687,92200.0,1440.0,2.0,64.0,40.7351603,-3.5825347,True,"(19999.999, 93000.0]"
1.0,1.0,76000.0,1000.0,2.0,76.0,40.500826,-4.2392629,False,"(19999.999, 93000.0]"
1.0,2.0,132500.0,1815.0,3.0,73.0,40.3163206,-3.719042,False,"(124000.0, 133900.0]"
2.0,2.4203319502074687,349900.0,3722.0,3.0,94.0,40.462916,-3.657012999999999,True,"(330000.0, 380000.0]"
2.0,1.0,155000.0,1291.0,3.0,120.0,40.135982,-3.5714676,False,"(143417.5, 155000.0]"
1.0,2.4203319502074687,100000.0,1388.0000000000002,3.0,72.0,40.3921262,-3.670247,True,"(93000.0, 110000.0]"
1.0,3.0,405000.0,4354.0,2.0,93.0,40.4049275,-3.6799109,False,"(380000.0, 450000.0]"
7.0,2.4203319502074687,1500000.0,5376.0,5.0,279.0,40.4425866,-3.7126505,True,"(1095000.0, 19220600.0]"
1.0,2.4203319502074687,195000.0,2785.0,3.0,70.0,40.4272521,-3.6473833,True,"(190000.0, 209000.0]"
1.0,2.0,390000.0,5270.0,2.0,74.0,40.4338618,-3.695287,False,"(380000.0, 450000.0]"
1.0,2.4203319502074687,50000.0,980000.0,1.0,51.0,40.2774375,-4.3048305,True,"(19999.999, 93000.0]"
1.0,4.0,159877.0,2103.0,3.0,76.0,40.4216281,-3.6518099,False,"(155000.0, 165000.0]"
2.0,3.0,443000.0,3433.9999999999995,4.0,129.0,40.4694656,-3.6952646,False,"(380000.0, 450000.0]"
1.0,1.0,95000.0,1825.9999999999998,2.0,52.0,40.3395538,-3.717536,False,"(93000.0, 110000.0]"
2.0,2.0,219000.0,2546.0,3.0,86.0,40.4033992,-3.7392082,False,"(209000.0, 230000.0]"
1.0,0.0,299000.0,5338.999999999999,2.0,56.0,40.4233716,-3.7077922,False,"(288800.0, 330000.0]"
1.0,3.0,162000.0,2189.0,3.0,74.0,40.3102155,-3.719116,False,"(155000.0, 165000.0]"
1.0,0.0,123600.0,1765.0,3.0,70.0,40.4190402,-3.6922431,False,"(110000.0, 124000.0]"
1.0,6.0,145000.0,1811.9999999999998,3.0,80.0,40.2909963,-3.7982109,False,"(143417.5, 155000.0]"
1.0,0.0,110000.0,1833.0000000000002,2.0,60.0,40.3319506,-3.7686545,False,"(93000.0, 110000.0]"
2.0,1.0,195000.0,2294.0,2.0,85.0,40.3830195,-3.7295565,False,"(190000.0, 209000.0]"
1.0,1.0,97000.0,1242.9999999999998,3.0,78.0,40.3247161,-3.8657001,False,"(93000.0, 110000.0]"
2.0,2.4203319502074687,380000.0,2968.0,4.0,128.0,40.5438608,-3.6338257,True,"(330000.0, 380000.0]"
2.0,3.0,205000.0,1601.0,4.0,128.0,40.3581998,-3.7803388,False,"(190000.0, 209000.0]"
1.0,2.4203319502074687,180000.0,2500.0,2.0,72.0,40.6344231,-4.0101119,True,"(178000.0, 190000.0]"
3.0,4.0,3000000.0,7500.0,6.0,400.0,40.424681,-3.6964393,False,"(1095000.0, 19220600.0]"
1.0,1.0,385000.0,5273.0,1.0,73.0,40.3976813,-3.6664079,False,"(380000.0, 450000.0]"
3.0,2.0,650000.0,5416.0,3.0,120.0,40.4628446,-3.6914509,False,"(550000.0, 715000.0]"
1.0,3.0,165000.0,1736.0,3.0,95.0,40.3545053,-3.8668262,False,"(155000.0, 165000.0]"
1.0,2.4203319502074687,94000.0,1649.0,3.0,57.0,40.4224993,-3.5691923,True,"(93000.0, 110000.0]"
2.0,2.4203319502074687,143000.0,1388.0000000000002,2.0,103.0,40.3212112,-3.8631826,True,"(133900.0, 143417.5]"
2.0,1.0,245000.0,2187.0,2.0,112.0,40.3406048,-3.6748083,False,"(230000.0, 257000.0]"
1.0,2.0,154000.0,5702.999999999999,1.0,27.0,40.3930254,-3.6990739,False,"(143417.5, 155000.0]"
1.0,2.4203319502074687,259800.0,2734.0,3.0,95.0,40.4234684,-3.6166274,True,"(257000.0, 288800.0]"
1.0,0.0,150000.0,1948.0000000000002,2.0,77.0,40.4384586,-3.642978499999999,False,"(143417.5, 155000.0]"
2.0,2.4203319502074687,78908.0,848000.0,3.0,93.0,40.2037243,-3.5821993,True,"(19999.999, 93000.0]"
1.0,2.4203319502074687,321000.0,8230.0,1.0,39.0,40.42006250000001,-3.6750591,True,"(288800.0, 330000.0]"
1.0,2.4203319502074687,170000.0,2125.0,3.0,80.0,40.4567552,-3.4754967,True,"(165000.0, 178000.0]"
1.0,2.4203319502074687,550000.0,7051.0,1.0,78.0,40.4233716,-3.7077922,True,"(450000.0, 550000.0]"
2.0,2.0,229000.0,2935.0,2.0,78.0,40.3757177,-3.6264378,False,"(209000.0, 230000.0]"
2.0,2.4203319502074687,257500.0,2549.0,3.0,101.0,40.2948724,-3.833222999999999,True,"(257000.0, 288800.0]"
1.0,3.0,135000.0,2142.0,2.0,63.0,40.3486473,-3.8239202,False,"(133900.0, 143417.5]"
2.0,6.0,830000.0,6693.0,3.0,124.0,40.4214327,-3.6829013,False,"(715000.0, 1095000.0]"
2.0,2.4203319502074687,540000.0,4153.000000000001,3.0,130.0,40.4469171,-3.868849199999999,True,"(450000.0, 550000.0]"
4.0,2.0,1790000.0,6462.000000000002,5.0,277.0,40.4533356,-3.689516999999999,False,"(1095000.0, 19220600.0]"
2.0,2.0,545000.0,3538.0000000000005,4.0,154.0,40.4354015,-3.6709916,False,"(450000.0, 550000.0]"
1.0,2.4203319502074687,225000.0,3082.0,2.0,73.0,40.3676676,-3.750812899999999,True,"(209000.0, 230000.0]"
1.0,1.0,165000.0,1986.9999999999998,3.0,83.0,40.3266243,-3.8543396,False,"(155000.0, 165000.0]"
1.0,1.0,129000.0,1611.9999999999998,3.0,80.0,40.2410884,-3.769284,False,"(124000.0, 133900.0]"
2.0,1.0,219900.0,2314.0,3.0,95.0,40.3278906,-3.7675356,False,"(209000.0, 230000.0]"
2.0,6.0,220000.0,2115.0,3.0,104.0,40.4145143,-3.6508315,False,"(209000.0, 230000.0]"
1.0,2.4203319502074687,225000.0,2960.0,2.0,76.0,40.4651065,-3.7020885,True,"(209000.0, 230000.0]"
1.0,1.0,239900.0,4703.0,1.0,51.0,40.4503747,-3.7006661,False,"(230000.0, 257000.0]"
1.0,3.0,99000.0,1476.9999999999998,3.0,67.0,40.3486473,-3.8239202,False,"(93000.0, 110000.0]"
2.0,1.0,665000.0,3358.0,3.0,198.0,40.45569800000001,-3.7850912,False,"(550000.0, 715000.0]"
2.0,3.0,164500.0,1827.0,3.0,90.0,40.1889202,-3.6855077,False,"(155000.0, 165000.0]"
1.0,2.0,135000.0,1483.0,3.0,91.0,40.2930236,-3.7857758,False,"(133900.0, 143417.5]"
1.0,4.0,103000.0,1980.0,3.0,52.0,40.4070094,-3.6142254,False,"(93000.0, 110000.0]"
1.0,0.0,120000.0,4000.0,2.0,30.0,40.4566536,-3.7081668,False,"(110000.0, 124000.0]"
4.0,2.4203319502074687,450000.0,1914.0000000000002,4.0,235.0,40.3418581,-3.8422306,True,"(380000.0, 450000.0]"
1.0,2.4203319502074687,179000.0,2105.0,2.0,85.0,40.368178,-3.6887851,True,"(178000.0, 190000.0]"
1.0,1.0,261000.0,4014.9999999999995,1.0,65.0,40.4447271,-3.6725187,False,"(257000.0, 288800.0]"
4.0,4.0,2250000.0,7142.0,7.0,315.0,40.432906,-3.6834876,False,"(1095000.0, 19220600.0]"
1.0,2.4203319502074687,175900.0,2706.0000000000005,2.0,65.0,40.3561551,-3.7774929,True,"(165000.0, 178000.0]"
2.0,2.4203319502074687,440000.0,3384.0,3.0,130.0,40.5464273,-3.6532907,True,"(380000.0, 450000.0]"
3.0,2.4203319502074687,1100000.0,6145.0,3.0,179.0,40.415072,-3.6932785,True,"(1095000.0, 19220600.0]"
2.0,2.0,172000.0,1829.0,3.0,94.0,40.3233509,-3.8636413,False,"(165000.0, 178000.0]"
2.0,2.4203319502074687,183000.0,1464.0,3.0,125.0,40.2288114,-3.7627611,True,"(178000.0, 190000.0]"
2.0,2.0,228000.0,1838.0,4.0,124.0,40.4855844,-3.347435,False,"(209000.0, 230000.0]"
2.0,2.4203319502074687,210000.0,1680.0,3.0,125.0,40.3930342,-3.4922982,True,"(209000.0, 230000.0]"
2.0,2.0,600000.0,3225.0,4.0,186.0,40.4218064,-3.7033951,False,"(550000.0, 715000.0]"
1.0,2.4203319502074687,119000.0,1307.0,3.0,91.0,40.989823,-3.6383114,True,"(110000.0, 124000.0]"
1.0,2.0,270000.0,5400.0,1.0,50.0,40.4146192,-3.7008125,False,"(257000.0, 288800.0]"
